unassigned_transcript_96	FLO1
gene=YAR061W	YAR061W
unassigned_transcript_97	YAR061W
gene=YAR064W	YAR064W
unassigned_transcript_98	YAR064W
gene=YAR066W	YAR066W
unassigned_transcript_99	YAR066W
gene=YAR068W	YAR068W
unassigned_transcript_100	YAR068W
gene=PHO11	PHO11
unassigned_transcript_101	PHO11
unassigned_transcript_102	YBL113C
gene=YBL113C	YBL113C
unassigned_transcript_103	YBL112C
gene=YBL111C	YBL111C
unassigned_transcript_104	YBL111C
gene=PAU9	PAU9
unassigned_transcript_105	PAU9
gene=YNCB0001W	YNCB0001W
unassigned_transcript_106	YNCB0001W
gene=MIX23	MIX23
unassigned_transcript_107	MIX23
gene=SRO77	SRO77
unassigned_transcript_108	SRO77
gene=PKC1	PKC1
unassigned_transcript_109	PKC1
gene=SEA4	SEA4
unassigned_transcript_110	SEA4
gene=RTG3	RTG3
unassigned_transcript_111	RTG3
gene=SFT2	SFT2
unassigned_transcript_112	SFT2
gene=ECM21	ECM21
unassigned_transcript_113	ECM21
gene=YBL100W-C	YBL100W-C
unassigned_transcript_114	YBL100W-C
unassigned_transcript_117	YBL100W-A
unassigned_transcript_115	YBL100W-B
gene=YBL100W-B	YBL100W-B
unassigned_transcript_116	YBL100W-B
gene=YNCB0002W	YNCB0002W
unassigned_transcript_118	YNCB0002W
gene=ATP1	ATP1
unassigned_transcript_119	ATP1
gene=BNA4	BNA4
unassigned_transcript_120	BNA4
gene=BRN1	BRN1
unassigned_transcript_121	BRN1
gene=MRX3	MRX3
unassigned_transcript_122	MRX3
gene=ROX3	ROX3
unassigned_transcript_123	ROX3
gene=RPL32	RPL32
unassigned_transcript_124	RPL32
gene=SCS22	SCS22
unassigned_transcript_125	SCS22
gene=MAP2	MAP2
unassigned_transcript_126	MAP2
gene=MRP21	MRP21
unassigned_transcript_127	MRP21
gene=AVT5	AVT5
unassigned_transcript_128	AVT5
gene=TEL1	TEL1
unassigned_transcript_129	TEL1
gene=RPL23A	RPL23A
unassigned_transcript_130	RPL23A
gene=YBL086C	YBL086C
unassigned_transcript_131	YBL086C
gene=BOI1	BOI1
unassigned_transcript_132	BOI1
gene=CDC27	CDC27
unassigned_transcript_133	CDC27
gene=ALG3	ALG3
unassigned_transcript_134	ALG3
gene=YBL081W	YBL081W
unassigned_transcript_135	YBL081W
gene=PET112	PET112
unassigned_transcript_136	PET112
gene=NUP170	NUP170
unassigned_transcript_137	NUP170
gene=ATG8	ATG8
unassigned_transcript_138	ATG8
gene=ILS1	ILS1
unassigned_transcript_139	ILS1
gene=SSA3	SSA3
unassigned_transcript_140	SSA3
gene=AAR2	AAR2
unassigned_transcript_141	AAR2
gene=SNR56	SNR56
unassigned_transcript_142	SNR56
gene=RPS8A	RPS8A
